tag,context,y,x,mac_q,mac_sc_q,time
after_local_cswitch,0,9,3,0,81571,3329710 ns
after_local_cswitch,0,10,2,0,-111260,3329710 ns
after_local_cswitch,0,11,1,0,25270,3329710 ns
after_local_cswitch,0,12,0,0,63598,3329710 ns
after_local_cswitch,0,16,12,0,7909,3329710 ns
after_local_cswitch,0,17,11,0,68982,3329710 ns
after_local_cswitch,0,18,10,0,-94091,3329710 ns
after_local_cswitch,0,19,9,0,50470,3329710 ns
after_local_cswitch,0,20,8,0,-8511,3329710 ns
after_local_cswitch,0,21,7,0,-57626,3329710 ns
after_local_cswitch,0,22,6,0,65158,3329710 ns
after_local_cswitch,0,23,5,0,8142,3329710 ns
after_local_cswitch,0,24,4,0,-148947,3329710 ns
after_local_cswitch,0,25,3,0,81571,3329710 ns
after_local_cswitch,0,26,2,0,-111260,3329710 ns
after_local_cswitch,0,27,1,0,25270,3329710 ns
after_local_cswitch,0,28,0,0,63598,3329710 ns
after_local_cswitch,0,0,12,0,7909,3329710 ns
after_local_cswitch,0,1,11,0,-44975,3329710 ns
after_local_cswitch,0,2,10,0,-43044,3329710 ns
after_local_cswitch,0,3,9,0,-41639,3329710 ns
after_local_cswitch,0,4,8,0,24751,3329710 ns
after_local_cswitch,0,5,7,0,35015,3329710 ns
after_local_cswitch,0,6,6,0,54650,3329710 ns
after_local_cswitch,0,7,5,0,7010,3329710 ns
after_local_cswitch,0,8,4,0,-148947,3329710 ns
after_local_cswitch,0,9,3,0,81571,3329710 ns
after_local_cswitch,0,10,2,0,-111260,3329710 ns
