tag,context,y,x,mac_q,mac_sc_q,time
after_local_cswitch,0,8,0,0,32363,6105460 ns
after_local_cswitch,0,32,8,0,-6059,6105460 ns
after_local_cswitch,0,33,7,0,56652,6105460 ns
after_local_cswitch,0,34,6,0,-12972,6105460 ns
after_local_cswitch,0,35,5,0,107134,6105460 ns
after_local_cswitch,0,36,4,0,-9947,6105460 ns
after_local_cswitch,0,37,3,0,67086,6105460 ns
after_local_cswitch,0,38,2,0,-37124,6105460 ns
after_local_cswitch,0,39,1,0,-25176,6105460 ns
after_local_cswitch,0,40,0,0,-215,6105460 ns
after_local_cswitch,0,0,8,0,-153192,6105460 ns
after_local_cswitch,0,1,7,0,49484,6105460 ns
after_local_cswitch,0,2,6,0,-97124,6105460 ns
after_local_cswitch,0,3,5,0,-35345,6105460 ns
after_local_cswitch,0,4,4,0,-101795,6105460 ns
after_local_cswitch,0,5,3,0,26801,6105460 ns
after_local_cswitch,0,6,2,0,-17171,6105460 ns
after_local_cswitch,0,7,1,0,73824,6105460 ns
after_local_cswitch,0,8,0,0,32363,6105460 ns
after_local_cswitch,0,32,8,0,-6059,6105460 ns
after_local_cswitch,0,33,7,0,56652,6105460 ns
after_local_cswitch,0,34,6,0,-12972,6105460 ns
after_local_cswitch,0,35,5,0,107134,6105460 ns
after_local_cswitch,0,36,4,0,-9947,6105460 ns
after_local_cswitch,0,37,3,0,67086,6105460 ns
after_local_cswitch,0,38,2,0,-37124,6105460 ns
after_local_cswitch,0,39,1,0,-25176,6105460 ns
after_local_cswitch,0,40,0,0,-215,6105460 ns
after_local_cswitch,0,0,9,0,14602,6105470 ns
after_local_cswitch,0,1,8,0,-7385,6105470 ns
after_local_cswitch,0,2,7,0,105906,6105470 ns
after_local_cswitch,0,3,6,0,55476,6105470 ns
after_local_cswitch,0,4,5,0,-30710,6105470 ns
after_local_cswitch,0,5,4,0,149749,6105470 ns
after_local_cswitch,0,6,3,0,98286,6105470 ns
after_local_cswitch,0,7,2,0,-781,6105470 ns
after_local_cswitch,0,8,1,0,96383,6105470 ns
after_local_cswitch,0,9,0,0,-55795,6105470 ns
after_local_cswitch,0,32,9,0,3980,6105470 ns
after_local_cswitch,0,33,8,0,45424,6105470 ns
after_local_cswitch,0,34,7,0,-4314,6105470 ns
after_local_cswitch,0,35,6,0,128198,6105470 ns
after_local_cswitch,0,36,5,0,-22347,6105470 ns
after_local_cswitch,0,37,4,0,-73226,6105470 ns
after_local_cswitch,0,38,3,0,34381,6105470 ns
after_local_cswitch,0,39,2,0,108142,6105470 ns
after_local_cswitch,0,40,1,0,-61638,6105470 ns
after_local_cswitch,0,41,0,0,107433,6105470 ns
after_local_cswitch,0,0,9,0,14602,6105470 ns
after_local_cswitch,0,1,8,0,-7385,6105470 ns
after_local_cswitch,0,2,7,0,105906,6105470 ns
after_local_cswitch,0,3,6,0,55476,6105470 ns
after_local_cswitch,0,4,5,0,-30710,6105470 ns
after_local_cswitch,0,5,4,0,149749,6105470 ns
after_local_cswitch,0,6,3,0,98286,6105470 ns
after_local_cswitch,0,7,2,0,-781,6105470 ns
after_local_cswitch,0,8,1,0,96383,6105470 ns
after_local_cswitch,0,9,0,0,-55795,6105470 ns
after_local_cswitch,0,32,9,0,3980,6105470 ns
after_local_cswitch,0,33,8,0,45424,6105470 ns
after_local_cswitch,0,34,7,0,-4314,6105470 ns
after_local_cswitch,0,35,6,0,128198,6105470 ns
after_local_cswitch,0,36,5,0,-22347,6105470 ns
after_local_cswitch,0,37,4,0,-73226,6105470 ns
after_local_cswitch,0,38,3,0,34381,6105470 ns
after_local_cswitch,0,39,2,0,108142,6105470 ns
after_local_cswitch,0,40,1,0,-61638,6105470 ns
after_local_cswitch,0,41,0,0,107433,6105470 ns
after_local_cswitch,0,0,9,0,14602,6105470 ns
after_local_cswitch,0,1,8,0,-7385,6105470 ns
after_local_cswitch,0,2,7,0,105906,6105470 ns
after_local_cswitch,0,3,6,0,55476,6105470 ns
after_local_cswitch,0,4,5,0,-30710,6105470 ns
after_local_cswitch,0,5,4,0,149749,6105470 ns
after_local_cswitch,0,6,3,0,98286,6105470 ns
after_local_cswitch,0,7,2,0,-781,6105470 ns
after_local_cswitch,0,8,1,0,96383,6105470 ns
after_local_cswitch,0,9,0,0,-55795,6105470 ns
after_local_cswitch,0,32,9,0,3980,6105470 ns
after_local_cswitch,0,33,8,0,45424,6105470 ns
after_local_cswitch,0,34,7,0,-4314,6105470 ns
after_local_cswitch,0,35,6,0,128198,6105470 ns
after_local_cswitch,0,36,5,0,-22347,6105470 ns
after_local_cswitch,0,37,4,0,-73226,6105470 ns
after_local_cswitch,0,38,3,0,34381,6105470 ns
after_local_cswitch,0,39,2,0,108142,6105470 ns
after_local_cswitch,0,40,1,0,-61638,6105470 ns
after_local_cswitch,0,41,0,0,107433,6105470 ns
after_local_cswitch,0,0,10,0,186462,6105480 ns
after_local_cswitch,0,1,9,0,39271,6105480 ns
after_local_cswitch,0,2,8,0,34754,6105480 ns
after_local_cswitch,0,3,7,0,73558,6105480 ns
after_local_cswitch,0,4,6,0,-62595,6105480 ns
after_local_cswitch,0,5,5,0,99881,6105480 ns
after_local_cswitch,0,6,4,0,84061,6105480 ns
after_local_cswitch,0,7,3,0,-160527,6105480 ns
after_local_cswitch,0,8,2,0,103471,6105480 ns
after_local_cswitch,0,9,1,0,62126,6105480 ns
after_local_cswitch,0,10,0,0,-84870,6105480 ns
after_local_cswitch,0,32,10,0,-35602,6105480 ns
after_local_cswitch,0,33,9,0,-65488,6105480 ns
after_local_cswitch,0,34,8,0,73097,6105480 ns
after_local_cswitch,0,35,7,0,-82647,6105480 ns
after_local_cswitch,0,36,6,0,3145,6105480 ns
after_local_cswitch,0,37,5,0,172556,6105480 ns
after_local_cswitch,0,38,4,0,210018,6105480 ns
after_local_cswitch,0,39,3,0,-96175,6105480 ns
after_local_cswitch,0,40,2,0,5147,6105480 ns
after_local_cswitch,0,41,1,0,41970,6105480 ns
after_local_cswitch,0,42,0,0,-24749,6105480 ns
after_local_cswitch,0,0,10,0,186462,6105480 ns
after_local_cswitch,0,1,9,0,39271,6105480 ns
after_local_cswitch,0,2,8,0,34754,6105480 ns
after_local_cswitch,0,3,7,0,73558,6105480 ns
after_local_cswitch,0,4,6,0,-62595,6105480 ns
after_local_cswitch,0,5,5,0,99881,6105480 ns
after_local_cswitch,0,6,4,0,84061,6105480 ns
after_local_cswitch,0,7,3,0,-160527,6105480 ns
after_local_cswitch,0,8,2,0,103471,6105480 ns
after_local_cswitch,0,9,1,0,62126,6105480 ns
after_local_cswitch,0,10,0,0,-84870,6105480 ns
after_local_cswitch,0,32,10,0,-35602,6105480 ns
after_local_cswitch,0,33,9,0,-65488,6105480 ns
after_local_cswitch,0,34,8,0,73097,6105480 ns
after_local_cswitch,0,35,7,0,-82647,6105480 ns
after_local_cswitch,0,36,6,0,3145,6105480 ns
after_local_cswitch,0,37,5,0,172556,6105480 ns
after_local_cswitch,0,38,4,0,210018,6105480 ns
after_local_cswitch,0,39,3,0,-96175,6105480 ns
after_local_cswitch,0,40,2,0,5147,6105480 ns
after_local_cswitch,0,41,1,0,41970,6105480 ns
after_local_cswitch,0,42,0,0,-24749,6105480 ns
after_local_cswitch,0,0,10,0,186462,6105480 ns
after_local_cswitch,0,1,9,0,39271,6105480 ns
after_local_cswitch,0,2,8,0,34754,6105480 ns
after_local_cswitch,0,3,7,0,73558,6105480 ns
after_local_cswitch,0,4,6,0,-62595,6105480 ns
after_local_cswitch,0,5,5,0,99881,6105480 ns
after_local_cswitch,0,6,4,0,84061,6105480 ns
after_local_cswitch,0,7,3,0,-160527,6105480 ns
after_local_cswitch,0,8,2,0,103471,6105480 ns
after_local_cswitch,0,9,1,0,62126,6105480 ns
after_local_cswitch,0,10,0,0,-84870,6105480 ns
after_local_cswitch,0,32,10,0,-35602,6105480 ns
after_local_cswitch,0,33,9,0,-65488,6105480 ns
after_local_cswitch,0,34,8,0,73097,6105480 ns
after_local_cswitch,0,35,7,0,-82647,6105480 ns
after_local_cswitch,0,36,6,0,3145,6105480 ns
after_local_cswitch,0,37,5,0,172556,6105480 ns
after_local_cswitch,0,38,4,0,210018,6105480 ns
after_local_cswitch,0,39,3,0,-96175,6105480 ns
after_local_cswitch,0,40,2,0,5147,6105480 ns
after_local_cswitch,0,41,1,0,41970,6105480 ns
after_local_cswitch,0,42,0,0,-24749,6105480 ns
after_local_cswitch,0,0,11,0,-7519,6105490 ns
after_local_cswitch,0,1,10,0,-77013,6105490 ns
after_local_cswitch,0,2,9,0,-17203,6105490 ns
after_local_cswitch,0,3,8,0,-47094,6105490 ns
after_local_cswitch,0,4,7,0,-21970,6105490 ns
after_local_cswitch,0,5,6,0,13738,6105490 ns
after_local_cswitch,0,6,5,0,36061,6105490 ns
after_local_cswitch,0,7,4,0,13766,6105490 ns
after_local_cswitch,0,8,3,0,-106660,6105490 ns
after_local_cswitch,0,9,2,0,-59200,6105490 ns
